dif_min,atraso_15,temporada_alta,periodo_dia
4.0,0.0,0.0,mañana
0.0,0.0,0.0,tarde
28.0,1.0,0.0,tarde
20.0,1.0,0.0,tarde
-1.0,0.0,0.0,tarde
14.0,0.0,0.0,tarde
1.0,0.0,0.0,tarde
1.0,0.0,0.0,tarde
-4.0,0.0,0.0,tarde
7.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
-4.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
6.0,0.0,0.0,tarde
-3.0,0.0,0.0,tarde
7.0,0.0,0.0,tarde
1.0,0.0,0.0,tarde
12.0,0.0,0.0,tarde
1.0,0.0,0.0,tarde
-5.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
-6.0,0.0,0.0,tarde
14.0,0.0,0.0,noche
5.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
36.0,1.0,0.0,noche
0.0,0.0,0.0,tarde
-3.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
22.0,1.0,0.0,noche
-3.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
10.0,0.0,0.0,tarde
-1.0,0.0,0.0,noche
5.0,0.0,0.0,noche
16.0,1.0,0.0,noche
7.0,0.0,0.0,noche
22.0,1.0,0.0,noche
-5.0,0.0,0.0,noche
2.0,0.0,0.0,noche
10.0,0.0,0.0,noche
-6.0,0.0,0.0,noche
64.0,1.0,0.0,noche
12.0,0.0,0.0,noche
14.0,0.0,0.0,noche
12.0,0.0,0.0,noche
11.0,0.0,0.0,noche
1.0,0.0,0.0,noche
4.0,0.0,0.0,noche
5.0,0.0,0.0,tarde
1.0,0.0,0.0,noche
5.0,0.0,0.0,noche
1.0,0.0,0.0,noche
0.0,0.0,0.0,noche
-7.0,0.0,0.0,tarde
-2.0,0.0,0.0,mañana
-3.0,0.0,0.0,mañana
50.0,1.0,0.0,mañana
-7.0,0.0,0.0,mañana
-2.0,0.0,0.0,mañana
16.0,1.0,0.0,tarde
15.0,0.0,0.0,tarde
20.0,1.0,0.0,tarde
-2.0,0.0,0.0,tarde
6.0,0.0,0.0,tarde
16.0,1.0,0.0,noche
2.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
7.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
8.0,0.0,0.0,noche
-2.0,0.0,0.0,tarde
7.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
11.0,0.0,0.0,noche
3.0,0.0,0.0,tarde
25.0,1.0,0.0,noche
5.0,0.0,0.0,tarde
1.0,0.0,0.0,noche
5.0,0.0,0.0,tarde
10.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
2.0,0.0,0.0,noche
-1.0,0.0,0.0,tarde
11.0,0.0,0.0,noche
7.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
0.0,0.0,0.0,noche
-6.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
25.0,1.0,0.0,tarde
4.0,0.0,0.0,tarde
38.0,1.0,0.0,noche
4.0,0.0,0.0,tarde
5.0,0.0,0.0,noche
12.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
0.0,0.0,0.0,noche
1.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
-5.0,0.0,0.0,tarde
-3.0,0.0,0.0,tarde
3.0,0.0,0.0,noche
9.0,0.0,0.0,noche
6.0,0.0,0.0,noche
0.0,0.0,0.0,noche
1.0,0.0,0.0,tarde
9.0,0.0,0.0,noche
5.0,0.0,0.0,noche
-2.0,0.0,0.0,noche
1.0,0.0,0.0,tarde
9.0,0.0,0.0,noche
-4.0,0.0,0.0,noche
4.0,0.0,0.0,noche
4.0,0.0,0.0,tarde
-4.0,0.0,0.0,noche
1.0,0.0,0.0,noche
0.0,0.0,0.0,tarde
1.0,0.0,0.0,noche
-3.0,0.0,0.0,noche
5.0,0.0,0.0,noche
2.0,0.0,0.0,noche
2.0,0.0,0.0,noche
15.0,0.0,0.0,noche
16.0,1.0,0.0,noche
2.0,0.0,0.0,noche
-2.0,0.0,0.0,noche
1.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
10.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
30.0,1.0,0.0,tarde
-3.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
1.0,0.0,0.0,mañana
12.0,0.0,0.0,tarde
9.0,0.0,0.0,mañana
14.0,0.0,0.0,mañana
4.0,0.0,0.0,mañana
-2.0,0.0,0.0,tarde
4.0,0.0,0.0,mañana
1.0,0.0,0.0,mañana
24.0,1.0,0.0,mañana
19.0,1.0,0.0,tarde
6.0,0.0,0.0,mañana
-3.0,0.0,0.0,mañana
-4.0,0.0,0.0,mañana
9.0,0.0,0.0,tarde
-2.0,0.0,0.0,mañana
-4.0,0.0,0.0,mañana
-3.0,0.0,0.0,mañana
-1.0,0.0,0.0,tarde
-10.0,0.0,0.0,tarde
0.0,0.0,0.0,mañana
8.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
9.0,0.0,0.0,mañana
3.0,0.0,0.0,mañana
0.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
-2.0,0.0,0.0,mañana
0.0,0.0,0.0,mañana
2.0,0.0,0.0,tarde
-3.0,0.0,0.0,tarde
-4.0,0.0,0.0,mañana
-1.0,0.0,0.0,tarde
8.0,0.0,0.0,noche
-3.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
-2.0,0.0,0.0,noche
5.0,0.0,0.0,noche
-3.0,0.0,0.0,noche
-2.0,0.0,0.0,noche
4.0,0.0,0.0,noche
-4.0,0.0,0.0,noche
24.0,1.0,0.0,noche
2.0,0.0,0.0,noche
-4.0,0.0,0.0,noche
-5.0,0.0,0.0,noche
2.0,0.0,0.0,noche
-3.0,0.0,0.0,noche
2.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
11.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
3.0,0.0,0.0,noche
31.0,1.0,0.0,noche
63.0,1.0,0.0,noche
39.0,1.0,0.0,noche
34.0,1.0,0.0,noche
36.0,1.0,0.0,noche
96.0,1.0,0.0,noche
-9.0,0.0,0.0,noche
1.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
2.0,0.0,0.0,mañana
3.0,0.0,0.0,mañana
-4.0,0.0,0.0,mañana
-1.0,0.0,0.0,tarde
-1.0,0.0,0.0,mañana
-2.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
8.0,0.0,0.0,tarde
2.0,0.0,0.0,mañana
6.0,0.0,0.0,mañana
11.0,0.0,0.0,tarde
4.0,0.0,0.0,mañana
0.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
4.0,0.0,0.0,mañana
-1.0,0.0,0.0,mañana
0.0,0.0,0.0,tarde
24.0,1.0,0.0,tarde
-3.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
3.0,0.0,0.0,mañana
12.0,0.0,0.0,tarde
3.0,0.0,0.0,mañana
1.0,0.0,0.0,tarde
-1.0,0.0,0.0,mañana
-4.0,0.0,0.0,tarde
1.0,0.0,0.0,tarde
-1.0,0.0,0.0,mañana
0.0,0.0,0.0,mañana
5.0,0.0,0.0,mañana
-2.0,0.0,0.0,mañana
9.0,0.0,0.0,mañana
-5.0,0.0,0.0,mañana
0.0,0.0,0.0,mañana
19.0,1.0,0.0,mañana
1.0,0.0,0.0,mañana
8.0,0.0,0.0,mañana
-4.0,0.0,0.0,mañana
6.0,0.0,0.0,mañana
1.0,0.0,0.0,mañana
2.0,0.0,0.0,mañana
7.0,0.0,0.0,mañana
2.0,0.0,0.0,mañana
12.0,0.0,0.0,mañana
14.0,0.0,0.0,mañana
1.0,0.0,0.0,mañana
6.0,0.0,0.0,mañana
0.0,0.0,0.0,mañana
-4.0,0.0,0.0,mañana
-1.0,0.0,0.0,mañana
5.0,0.0,0.0,mañana
3.0,0.0,0.0,mañana
-1.0,0.0,0.0,mañana
54.0,1.0,0.0,mañana
1.0,0.0,0.0,noche
2.0,0.0,0.0,mañana
-3.0,0.0,0.0,mañana
0.0,0.0,0.0,mañana
-2.0,0.0,0.0,noche
13.0,0.0,0.0,mañana
20.0,1.0,0.0,tarde
1.0,0.0,0.0,mañana
0.0,0.0,0.0,mañana
7.0,0.0,0.0,mañana
14.0,0.0,0.0,noche
-3.0,0.0,0.0,mañana
-2.0,0.0,0.0,mañana
-2.0,0.0,0.0,tarde
2.0,0.0,0.0,mañana
14.0,0.0,0.0,mañana
-1.0,0.0,0.0,noche
1.0,0.0,0.0,mañana
4.0,0.0,0.0,tarde
10.0,0.0,0.0,tarde
9.0,0.0,0.0,tarde
-4.0,0.0,0.0,tarde
6.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
-9.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
1.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
9.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
12.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
7.0,0.0,0.0,tarde
9.0,0.0,0.0,tarde
70.0,1.0,0.0,tarde
12.0,0.0,0.0,tarde
-3.0,0.0,0.0,tarde
1.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
-4.0,0.0,0.0,tarde
6.0,0.0,0.0,tarde
-3.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
7.0,0.0,0.0,tarde
-10.0,0.0,0.0,tarde
-3.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
-2.0,0.0,0.0,noche
81.0,1.0,0.0,tarde
0.0,0.0,0.0,noche
-2.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
-5.0,0.0,0.0,noche
0.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
0.0,0.0,0.0,noche
14.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
3.0,0.0,0.0,noche
118.0,1.0,0.0,noche
11.0,0.0,0.0,noche
-2.0,0.0,0.0,noche
3.0,0.0,0.0,noche
-12.0,0.0,0.0,noche
1.0,0.0,0.0,noche
11.0,0.0,0.0,noche
0.0,0.0,0.0,noche
3.0,0.0,0.0,tarde
2.0,0.0,0.0,noche
2.0,0.0,0.0,noche
-3.0,0.0,0.0,noche
3.0,0.0,0.0,tarde
0.0,0.0,0.0,noche
0.0,0.0,0.0,noche
18.0,1.0,0.0,noche
-3.0,0.0,0.0,tarde
-5.0,0.0,0.0,noche
0.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
-6.0,0.0,0.0,tarde
-11.0,0.0,0.0,noche
31.0,1.0,0.0,noche
-8.0,0.0,0.0,noche
3.0,0.0,0.0,noche
6.0,0.0,0.0,noche
-4.0,0.0,0.0,noche
11.0,0.0,0.0,noche
2.0,0.0,0.0,noche
3.0,0.0,0.0,noche
0.0,0.0,0.0,noche
1.0,0.0,0.0,noche
-4.0,0.0,0.0,noche
11.0,0.0,0.0,noche
8.0,0.0,0.0,noche
6.0,0.0,0.0,noche
44.0,1.0,0.0,noche
-1.0,0.0,0.0,noche
0.0,0.0,0.0,noche
9.0,0.0,0.0,noche
13.0,0.0,0.0,noche
2.0,0.0,0.0,noche
11.0,0.0,0.0,noche
2.0,0.0,0.0,noche
1.0,0.0,0.0,noche
8.0,0.0,0.0,noche
0.0,0.0,0.0,noche
-4.0,0.0,0.0,noche
8.0,0.0,0.0,noche
11.0,0.0,0.0,noche
24.0,1.0,0.0,noche
5.0,0.0,0.0,noche
2.0,0.0,0.0,noche
0.0,0.0,0.0,noche
10.0,0.0,0.0,noche
1.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
0.0,0.0,0.0,noche
-4.0,0.0,0.0,noche
3.0,0.0,0.0,noche
3.0,0.0,0.0,noche
4.0,0.0,0.0,mañana
5.0,0.0,0.0,noche
22.0,1.0,0.0,mañana
3.0,0.0,0.0,mañana
5.0,0.0,0.0,mañana
11.0,0.0,0.0,mañana
0.0,0.0,0.0,noche
3.0,0.0,0.0,mañana
-7.0,0.0,0.0,noche
10.0,0.0,0.0,tarde
19.0,1.0,0.0,mañana
8.0,0.0,0.0,tarde
9.0,0.0,0.0,mañana
6.0,0.0,0.0,tarde
5.0,0.0,0.0,mañana
-6.0,0.0,0.0,tarde
20.0,1.0,0.0,mañana
0.0,0.0,0.0,noche
7.0,0.0,0.0,noche
4.0,0.0,0.0,noche
-3.0,0.0,0.0,noche
19.0,1.0,0.0,noche
39.0,1.0,0.0,noche
1.0,0.0,0.0,tarde
1.0,0.0,0.0,noche
14.0,0.0,0.0,mañana
3.0,0.0,0.0,mañana
-2.0,0.0,0.0,mañana
1.0,0.0,0.0,mañana
16.0,1.0,0.0,mañana
6.0,0.0,0.0,mañana
6.0,0.0,0.0,mañana
18.0,1.0,0.0,mañana
13.0,0.0,0.0,mañana
11.0,0.0,0.0,mañana
8.0,0.0,0.0,mañana
13.0,0.0,0.0,mañana
15.0,0.0,0.0,mañana
7.0,0.0,0.0,mañana
11.0,0.0,0.0,mañana
41.0,1.0,0.0,mañana
5.0,0.0,0.0,mañana
0.0,0.0,0.0,mañana
13.0,0.0,0.0,mañana
9.0,0.0,0.0,mañana
14.0,0.0,0.0,mañana
-2.0,0.0,0.0,mañana
13.0,0.0,0.0,mañana
5.0,0.0,0.0,mañana
2.0,0.0,0.0,mañana
2.0,0.0,0.0,mañana
49.0,1.0,0.0,mañana
26.0,1.0,0.0,mañana
70.0,1.0,0.0,mañana
-3.0,0.0,0.0,mañana
5.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
8.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
-5.0,0.0,0.0,tarde
-4.0,0.0,0.0,tarde
118.0,1.0,0.0,tarde
5.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
9.0,0.0,0.0,tarde
1.0,0.0,0.0,tarde
12.0,0.0,0.0,tarde
9.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
6.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
1.0,0.0,0.0,tarde
-4.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
11.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
10.0,0.0,0.0,mañana
5.0,0.0,0.0,mañana
-3.0,0.0,0.0,mañana
7.0,0.0,0.0,mañana
1.0,0.0,0.0,mañana
17.0,1.0,0.0,mañana
8.0,0.0,0.0,mañana
26.0,1.0,0.0,mañana
46.0,1.0,0.0,mañana
16.0,1.0,0.0,mañana
9.0,0.0,0.0,mañana
7.0,0.0,0.0,mañana
32.0,1.0,0.0,mañana
16.0,1.0,0.0,mañana
19.0,1.0,0.0,mañana
15.0,0.0,0.0,mañana
17.0,1.0,0.0,mañana
5.0,0.0,0.0,mañana
33.0,1.0,0.0,mañana
4.0,0.0,0.0,mañana
3.0,0.0,0.0,mañana
12.0,0.0,0.0,mañana
2.0,0.0,0.0,mañana
10.0,0.0,0.0,mañana
12.0,0.0,0.0,mañana
26.0,1.0,0.0,mañana
-2.0,0.0,0.0,mañana
17.0,1.0,0.0,mañana
2.0,0.0,0.0,mañana
5.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
6.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
12.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
6.0,0.0,0.0,tarde
15.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
7.0,0.0,0.0,tarde
19.0,1.0,0.0,tarde
68.0,1.0,0.0,tarde
4.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
29.0,1.0,0.0,tarde
13.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
-6.0,0.0,0.0,tarde
6.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
-3.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
4.0,0.0,0.0,mañana
4.0,0.0,0.0,mañana
14.0,0.0,0.0,mañana
-1.0,0.0,0.0,mañana
12.0,0.0,0.0,mañana
15.0,0.0,0.0,mañana
3.0,0.0,0.0,mañana
12.0,0.0,0.0,mañana
27.0,1.0,0.0,mañana
12.0,0.0,0.0,mañana
0.0,0.0,0.0,mañana
39.0,1.0,0.0,tarde
5.0,0.0,0.0,mañana
3.0,0.0,0.0,mañana
17.0,1.0,0.0,mañana
17.0,1.0,0.0,mañana
91.0,1.0,0.0,tarde
11.0,0.0,0.0,mañana
5.0,0.0,0.0,mañana
8.0,0.0,0.0,mañana
5.0,0.0,0.0,mañana
-1.0,0.0,0.0,mañana
16.0,1.0,0.0,mañana
10.0,0.0,0.0,mañana
7.0,0.0,0.0,mañana
7.0,0.0,0.0,mañana
21.0,1.0,0.0,mañana
90.0,1.0,0.0,tarde
15.0,0.0,0.0,mañana
10.0,0.0,0.0,mañana
5.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
20.0,1.0,0.0,tarde
3.0,0.0,0.0,tarde
7.0,0.0,0.0,tarde
13.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
9.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
23.0,1.0,0.0,tarde
2.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
6.0,0.0,0.0,tarde
7.0,0.0,0.0,tarde
1.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
71.0,1.0,0.0,tarde
-5.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
8.0,0.0,0.0,tarde
19.0,1.0,0.0,tarde
7.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
38.0,1.0,0.0,tarde
5.0,0.0,0.0,tarde
17.0,1.0,0.0,tarde
10.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
0.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
-4.0,0.0,0.0,tarde
-6.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
12.0,0.0,0.0,tarde
7.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
10.0,0.0,0.0,mañana
9.0,0.0,0.0,mañana
10.0,0.0,0.0,mañana
24.0,1.0,0.0,mañana
0.0,0.0,0.0,mañana
23.0,1.0,0.0,mañana
0.0,0.0,0.0,mañana
0.0,0.0,0.0,mañana
2.0,0.0,0.0,mañana
48.0,1.0,0.0,mañana
33.0,1.0,0.0,mañana
32.0,1.0,0.0,mañana
2.0,0.0,0.0,mañana
18.0,1.0,0.0,mañana
14.0,0.0,0.0,mañana
11.0,0.0,0.0,mañana
1.0,0.0,0.0,mañana
-1.0,0.0,0.0,mañana
13.0,0.0,0.0,tarde
12.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
8.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
8.0,0.0,0.0,tarde
13.0,0.0,0.0,tarde
11.0,0.0,0.0,tarde
15.0,0.0,0.0,tarde
17.0,1.0,0.0,tarde
19.0,1.0,0.0,tarde
18.0,1.0,0.0,tarde
11.0,0.0,0.0,tarde
14.0,0.0,0.0,tarde
13.0,0.0,0.0,tarde
45.0,1.0,0.0,tarde
7.0,0.0,0.0,tarde
18.0,1.0,0.0,tarde
10.0,0.0,0.0,tarde
10.0,0.0,0.0,tarde
36.0,1.0,0.0,tarde
79.0,1.0,0.0,noche
44.0,1.0,0.0,tarde
10.0,0.0,0.0,tarde
24.0,1.0,0.0,tarde
14.0,0.0,0.0,tarde
7.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
9.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
13.0,0.0,0.0,mañana
16.0,1.0,0.0,mañana
13.0,0.0,0.0,mañana
18.0,1.0,0.0,mañana
19.0,1.0,0.0,mañana
23.0,1.0,0.0,mañana
6.0,0.0,0.0,mañana
13.0,0.0,0.0,mañana
39.0,1.0,0.0,mañana
20.0,1.0,0.0,mañana
13.0,0.0,0.0,mañana
13.0,0.0,0.0,mañana
31.0,1.0,0.0,mañana
10.0,0.0,0.0,mañana
13.0,0.0,0.0,mañana
19.0,1.0,0.0,mañana
24.0,1.0,0.0,mañana
20.0,1.0,0.0,mañana
11.0,0.0,0.0,mañana
8.0,0.0,0.0,mañana
13.0,0.0,0.0,mañana
11.0,0.0,0.0,mañana
17.0,1.0,0.0,mañana
5.0,0.0,0.0,mañana
22.0,1.0,0.0,mañana
13.0,0.0,0.0,mañana
18.0,1.0,0.0,mañana
9.0,0.0,0.0,mañana
14.0,0.0,0.0,mañana
15.0,0.0,0.0,mañana
13.0,0.0,0.0,mañana
23.0,1.0,0.0,mañana
-1.0,0.0,0.0,mañana
20.0,1.0,0.0,mañana
5.0,0.0,0.0,mañana
14.0,0.0,0.0,mañana
4.0,0.0,0.0,mañana
13.0,0.0,0.0,mañana
-1.0,0.0,0.0,mañana
3.0,0.0,0.0,mañana
-1.0,0.0,0.0,mañana
10.0,0.0,0.0,mañana
1.0,0.0,0.0,mañana
7.0,0.0,0.0,mañana
13.0,0.0,0.0,mañana
17.0,1.0,0.0,mañana
8.0,0.0,0.0,mañana
1.0,0.0,0.0,mañana
36.0,1.0,0.0,mañana
9.0,0.0,0.0,mañana
148.0,1.0,0.0,tarde
41.0,1.0,0.0,mañana
3.0,0.0,0.0,mañana
3.0,0.0,0.0,mañana
9.0,0.0,0.0,mañana
-1.0,0.0,0.0,mañana
-2.0,0.0,0.0,mañana
-8.0,0.0,0.0,mañana
2.0,0.0,0.0,mañana
7.0,0.0,0.0,noche
22.0,1.0,0.0,noche
6.0,0.0,0.0,noche
0.0,0.0,0.0,noche
6.0,0.0,0.0,noche
5.0,0.0,0.0,noche
-13.0,0.0,0.0,noche
-4.0,0.0,0.0,noche
1.0,0.0,0.0,noche
12.0,0.0,0.0,noche
3.0,0.0,0.0,noche
15.0,0.0,0.0,noche
-2.0,0.0,0.0,noche
-8.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
3.0,0.0,0.0,noche
12.0,0.0,0.0,noche
9.0,0.0,0.0,noche
-2.0,0.0,0.0,noche
5.0,0.0,0.0,noche
5.0,0.0,0.0,noche
-2.0,0.0,0.0,noche
5.0,0.0,0.0,noche
12.0,0.0,0.0,noche
8.0,0.0,0.0,noche
6.0,0.0,0.0,noche
65.0,1.0,0.0,noche
-7.0,0.0,0.0,noche
-2.0,0.0,0.0,noche
2.0,0.0,0.0,noche
9.0,0.0,0.0,noche
2.0,0.0,0.0,noche
6.0,0.0,0.0,noche
-4.0,0.0,0.0,noche
2.0,0.0,0.0,noche
3.0,0.0,0.0,noche
0.0,0.0,0.0,noche
34.0,1.0,0.0,noche
10.0,0.0,0.0,noche
5.0,0.0,0.0,noche
95.0,1.0,0.0,noche
11.0,0.0,0.0,noche
6.0,0.0,0.0,noche
9.0,0.0,0.0,noche
11.0,0.0,0.0,noche
-7.0,0.0,0.0,noche
9.0,0.0,0.0,tarde
9.0,0.0,0.0,tarde
21.0,1.0,0.0,tarde
-1.0,0.0,0.0,tarde
11.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
49.0,1.0,0.0,tarde
1.0,0.0,0.0,tarde
2.0,0.0,0.0,tarde
12.0,0.0,0.0,tarde
15.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
7.0,0.0,0.0,tarde
11.0,0.0,0.0,tarde
4.0,0.0,0.0,tarde
5.0,0.0,0.0,tarde
6.0,0.0,0.0,tarde
-1.0,0.0,0.0,tarde
41.0,1.0,0.0,tarde
1.0,0.0,0.0,tarde
3.0,0.0,0.0,tarde
-2.0,0.0,0.0,tarde
14.0,0.0,0.0,tarde
65.0,1.0,0.0,tarde
16.0,1.0,0.0,tarde
11.0,0.0,0.0,tarde
12.0,0.0,0.0,mañana
6.0,0.0,0.0,mañana
6.0,0.0,0.0,mañana
15.0,0.0,0.0,mañana
30.0,1.0,0.0,mañana
33.0,1.0,0.0,mañana
9.0,0.0,0.0,mañana
13.0,0.0,0.0,mañana
28.0,1.0,0.0,mañana
16.0,1.0,0.0,mañana
13.0,0.0,0.0,mañana
14.0,0.0,0.0,mañana
49.0,1.0,0.0,mañana
110.0,1.0,0.0,mañana
2.0,0.0,0.0,mañana
25.0,1.0,0.0,mañana
11.0,0.0,0.0,mañana
32.0,1.0,0.0,mañana
27.0,1.0,0.0,mañana
9.0,0.0,0.0,mañana
9.0,0.0,0.0,mañana
17.0,1.0,0.0,mañana
5.0,0.0,0.0,mañana
26.0,1.0,0.0,mañana
17.0,1.0,0.0,mañana
19.0,1.0,0.0,mañana
28.0,1.0,0.0,mañana
7.0,0.0,0.0,mañana
7.0,0.0,0.0,mañana
88.0,1.0,0.0,mañana
7.0,0.0,0.0,noche
12.0,0.0,0.0,noche
-3.0,0.0,0.0,noche
-6.0,0.0,0.0,noche
-3.0,0.0,0.0,noche
0.0,0.0,0.0,noche
11.0,0.0,0.0,noche
12.0,0.0,0.0,noche
-1.0,0.0,0.0,noche
1.0,0.0,0.0,noche
-7.0,0.0,0.0,noche
0.0,0.0,0.0,noche
10.0,0.0,0.0,noche
98.0,1.0,0.0,noche
15.0,0.0,0.0,noche
109.0,1.0,0.0,noche
61.0,1.0,0.0,noche
12.0,0.0,0.0,noche
6.0,0.0,0.0,noche
-9.0,0.0,0.0,noche
9.0,0.0,0.0,noche
18.0,1.0,0.0,noche
-1.0,0.0,0.0,noche
-3.0,0.0,0.0,noche
6.0,0.0,0.0,noche
4.0,0.0,0.0,noche
-2.0,0.0,0.0,noche
0.0,0.0,0.0,noche
25.0,1.0,0.0,noche
15.0,0.0,0.0,noche
6.0,0.0,0.0,noche
12.0,0.0,0.0,noche
27.0,1.0,0.0,noche
33.0,1.0,0.0,noche
21.0,1.0,0.0,noche
15.0,0.0,0.0,noche
1.0,0.0,0.0,noche
4.0,0.0,0.0,noche
-3.0,0.0,0.0,noche
10.0,0.0,0.0,noche
1.0,0.0,0.0,noche
17.0,1.0,0.0,noche
1.0,0.0,0.0,noche
18.0,1.0,0.0,noche
5.0,0.0,0.0,noche
41.0,1.0,0.0,noche
6.0,0.0,0.0,noche
3.0,0.0,0.0,noche
15.0,0.0,0.0,noche
6.0,0.0,0.0,noche
1.0,0.0,0.0,noche
2.0,0.0,0.0,noche
-3.0,0.0,0.0,noche
-4.0,0.0,0.0,noche
-2.0,0.0,0.0,noche
-6.0,0.0,0.0,noche
6.0,0.0,0.0,noche
